tasks,scenario_seed,algorithm_seed,method,comparison,metric,difference,energy_tolerance_j
80,48,100,fixed_contacts,full_minus_restricted,p95_delay_s,1.0900680599317525,
80,48,101,fixed_contacts,full_minus_restricted,total_distance_m,127.54931718268199,
80,48,101,fixed_contacts,full_minus_restricted,offload_ratio,-0.037500000000000006,
80,48,101,fixed_contacts,full_minus_restricted,contacts,-2,
80,48,101,fixed_contacts,full_minus_restricted,mean_delay_s,0.08661768511126411,
80,48,101,fixed_contacts,full_minus_restricted,p95_delay_s,-7.8225138897518605,
80,48,102,fixed_contacts,full_minus_restricted,total_distance_m,-657.5380656337238,
80,48,102,fixed_contacts,full_minus_restricted,offload_ratio,-0.05,
80,48,102,fixed_contacts,full_minus_restricted,contacts,-3,
80,48,102,fixed_contacts,full_minus_restricted,mean_delay_s,0.10569752146318478,
80,48,102,fixed_contacts,full_minus_restricted,p95_delay_s,-7.45110127568762,
80,49,102,fixed_contacts,full_minus_restricted,total_distance_m,-1165.1923630328984,
80,49,102,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
80,49,102,fixed_contacts,full_minus_restricted,contacts,0,
80,49,102,fixed_contacts,full_minus_restricted,mean_delay_s,0.5934367367617028,
80,49,102,fixed_contacts,full_minus_restricted,p95_delay_s,5.592509494709816,
80,49,102,fixed_task_route,full_minus_restricted,total_distance_m,-1314.9740073809044,
80,49,102,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
80,49,102,fixed_task_route,full_minus_restricted,contacts,0,
80,49,102,fixed_task_route,full_minus_restricted,mean_delay_s,-4.692770941782129,
80,49,102,fixed_task_route,full_minus_restricted,p95_delay_s,0.04553741389275956,
